sent_time,raw_chat_message,processed_chat_message,cluster_num,x,y
00:00:07.027000,AHHHHHHH,a\1\1,7,-0.91697055,-0.030375443
00:00:07.033000,OMG OMG OMG OMG OMG OMG,omg,7,-0.9166415,0.37547088
00:00:07.035000,HOLY FUCKLK,holy,1,-0.8560187,0.45692864
00:00:07.044000,OH YM GOD,oh ym god,4,-0.020048682,0.78846586
00:00:07.052000,OMG,omg,7,-0.9166415,0.37547088
00:00:07.056000,YOOOOOOO,y\1\1,0,-0.9623362,-0.23067601
00:00:07.057000,omg,omg,7,-0.9166415,0.37547088
00:00:07.083000,HERE WE GOOOOO,g\1\1,0,-1.0354061,-0.21734942
00:00:07.086000,HES LIVE NOWW,hes live noww,8,0.48676008,1.147219
00:00:07.094000,WOOOOOOO,w\1\1,0,-0.9365789,-0.4140073
00:00:07.096000,MODS <3 <3 <3 <3 <3 <3 <3 <3 <3 <3 <3 <3,mods <3,6,-0.18356161,-0.502811
00:00:07.110000,YOOOOOOO,y\1\1,0,-0.9623362,-0.23067601
00:00:07.238000,LIVE LIVE,live,2,-0.6035101,-0.6769438
00:00:08.570000,elite_alias subscribed at Tier 1.,subscribed tier 1 .,5,1.5720496,-1.5476413
00:00:09.224000,OMHG YESSS,omhg ye\1\1,6,-0.6410398,-0.1930804
00:00:09.388000,gasp,gasp,1,-0.8034154,0.09911448
00:00:09.390000,HELLO,hello,2,-0.80260676,-0.052599635
00:00:09.394000,yvesplz subscribed at Tier 1.,subscribed tier 1 .,5,1.5720496,-1.5476413
00:00:09.398000,AHHHHH WERE LIVEEE,a\1\1 liv\1\1,7,-0.58341104,0.037635375
00:00:09.410000,AYYYYYYYYYYYY,a\1\1,7,-0.91697055,-0.030375443
00:00:09.410000,OMG,omg,7,-0.9166415,0.37547088
00:00:09.426000,BYEEEE,by\1\1,2,-0.8528867,-0.2768082
00:00:09.433000,oh,oh,1,-0.9519308,0.8404653
00:00:09.444000,MY GOD,god,9,-0.7294733,0.2643541
00:00:09.446000,oh,oh,1,-0.9519308,0.8404653
00:00:09.468000,OH SHIT,oh shit,1,-0.3574983,1.5755152
00:00:09.481000,OMG,omg,7,-0.9166415,0.37547088
00:00:09.499000,YUP,yup,9,-0.89542633,0.09074604
00:00:10.077000,whaaaaaatttt,wh\1\1\1\1,0,-0.9219261,-0.4375187
00:00:10.085000,AY,ay,0,-0.8904758,-0.4163768
00:00:10.099000,LIVEEEE,liv\1\1,0,-0.9443566,-0.43760583
00:00:10.109000,OH OH OH,oh,1,-0.9519308,0.8404653
00:00:10.111000,OMGGGGG G,om\1\1 g,6,-0.42133066,0.12776403
00:00:10.111000,OH GOD,oh god,1,-0.27162558,0.8204461
00:00:10.124000,BYE EVERYONE,bye,2,-0.8208918,-0.016938912
00:00:10.132000,STOP LYING HE ISNT LIVE YALL,stop lying isnt live yall,4,0.9862021,1.985169
00:00:10.137000,BESTIES??????????????????????????????,besties ?,6,-0.2725919,0.020318098
00:00:10.176000,OG,og,9,-0.8419509,-0.03879869
00:00:10.183000,HES LOIVE',hes loive ',8,0.23778105,1.0805488
00:00:10.215000,BYE OFFLINE,bye offline,4,-0.09450312,0.12888707
00:00:10.230000,ITS TIMEEEE,tim\1\1,0,-0.9233142,-0.2370321
00:00:12.287000,OH GOD,oh god,1,-0.27162558,0.8204461
00:00:12.289000,YOOO,y\1\1,0,-0.9623362,-0.23067601
00:00:12.348000,AAAA,\1\1,3,-0.882009,-0.91625375
00:00:12.401000,IT LIVE,live,2,-0.6035101,-0.6769438
00:00:12.455000,AHHHHH,a\1\1,7,-0.91697055,-0.030375443
00:00:12.457000,Hold hands chat,hold hands chat,4,0.39503813,1.1030654
00:00:12.503000,AHHHHHHHHH,a\1\1,7,-0.91697055,-0.030375443
00:00:12.523000,BYE GYS,bye gys,4,-0.44844583,0.005485948
00:00:12.603000,AAAAAAAAAAAAAAA,\1\1,3,-0.882009,-0.91625375
00:00:12.643000,YOOOO,y\1\1,0,-0.9623362,-0.23067601
00:00:12.688000,YOOOOOO,y\1\1,0,-0.9623362,-0.23067601
00:00:12.721000,AYYYYYYYY,a\1\1,7,-0.91697055,-0.030375443
00:00:12.734000,BRO,bro,9,-0.94190735,0.3165086
00:00:12.776000,12 minutes,12 minutes,5,0.34896123,-0.10474185
00:00:13.096000,AAAAAAAAAAAAAAAAAAAAAS,\1\1s,7,-0.9329054,-0.19399042
00:00:13.098000,poggggg,po\1\1,7,-0.98034436,-0.7328046
00:00:13.099000,WOOOO,w\1\1,0,-0.9365789,-0.4140073
00:00:13.102000,OH MY GODFG,oh,1,-0.9519308,0.8404653
00:00:13.105000,HOLYYYY,hol\1\1,0,-0.97631705,-0.83825207
00:00:13.147000,BYE OFFLINERS,bye offliners,4,-0.40844765,-0.13820772
00:00:13.157000,IM NERVOYS,im,8,-0.520748,1.9286264
00:00:13.166000,LETS GOOOOOOOO,lets g\1\1,6,-0.18677782,0.6456002
00:00:13.189000,OMG,omg,7,-0.9166415,0.37547088
00:00:13.198000,BRUHHHHHH,bru\1\1,0,-0.9438956,-0.027432226
00:00:13.201000,AYO CATEGORY CHANGE,ayo category change,4,0.4912688,1.1975536
00:00:13.220000,YOOOOOO,y\1\1,0,-0.9623362,-0.23067601
00:00:13.228000,BYEE,byee,2,-0.8814186,-0.47476026
00:00:13.558000,stevebobcarl subscribed at Tier 1. They've subscribed for 5 months! AYEEEE,subscribed tier 1 . they've 5 months ! ay\1\1,5,2.0677056,-0.4554322
00:00:15.384000,ah,ah,1,-1.0330615,-0.46710125
00:00:15.439000,AAAAAAAAAAAAAAAAAAAAA,\1\1,3,-0.882009,-0.91625375
00:00:15.442000,ITS STARTING ITS STARTING!!!!!!,starting !,6,0.060143653,0.49542987
00:00:15.454000,HES LIVE GUYS,hes live guys,8,0.5256242,1.3715606
00:00:15.455000,UYOOOOOOOOOOOOOOOOOOOOOOOOOO,uy\1\1,7,-0.8887399,-0.62740564
00:00:15.458000,OMGGGG,om\1\1,7,-0.9894216,-0.16314667
00:00:15.461000,LETS GOOOO,lets g\1\1,6,-0.18677782,0.6456002
00:00:15.465000,OH GOD,oh god,1,-0.27162558,0.8204461
00:00:15.589000,OMG ITS HAPPENING,omg happening,4,-0.32382205,0.6290341
00:00:15.643000,HES LIE,hes lie,8,-0.05108768,1.999292
00:00:15.666000,LIVEEEE,liv\1\1,0,-0.9443566,-0.43760583
00:00:15.689000,OMG PM G,omg pm g,4,0.18542862,0.5117482
00:00:15.717000,12 MINIUTES,12 miniutes,5,-0.16141646,-0.48885632
00:00:15.766000,AY,ay,0,-0.8904758,-0.4163768
00:00:16.132000,scared,scared,9,-0.56653523,1.2424347
00:00:16.138000,AHHHH,a\1\1,7,-0.91697055,-0.030375443
00:00:16.143000,He is live !,live !,6,0.09853878,-0.54177576
00:00:16.155000,YO FINALLY,yo finally,4,-0.2521615,0.7066993
00:00:16.163000,CHAT ITS TIME.,chat time .,4,0.5125833,0.6757715
00:00:16.172000,HES LIVEEEE POGGGGG,hes liv\1\1 po\1\1,8,0.060624972,1.2212453
00:00:16.172000,ITS TIME,time,9,-0.538896,1.0864297
00:00:16.178000,LETS GOOOOOOOOOOOOOO,lets g\1\1,6,-0.18677782,0.6456002
00:00:16.195000,HIIIIIIIIIIIIIIIIIIII,h\1\1,7,-0.8622927,-0.21957262
00:00:16.196000,HOLD HAND SCHAT,hold hand schat,4,0.20580733,0.8664905
00:00:16.202000,IM AHHSHFHJKDSFGFJHGCVASD,im,8,-0.520748,1.9286264
00:00:16.219000,YOOOO,y\1\1,0,-0.9623362,-0.23067601
00:00:17.501000,ENDSHULK subscribed with Prime.,subscribed prime .,5,1.448878,-1.551945
00:00:17.868000,"renahliaa subscribed at Tier 1. They've subscribed for 2 months, currently on a 2 month streak!","subscribed tier 1 . they've 2 months , currently month streak !",5,2.3554122,0.48036492
00:00:18.242000,keniaa_15 subscribed with Prime. They've subscribed for 7 months!,subscribed prime . they've 7 months !,5,1.9841689,-0.39074373
00:00:18.495000,AHHHHH,a\1\1,7,-0.91697055,-0.030375443
00:00:18.527000,OH MY FOF OHSNSO,oh fof,1,-0.41706792,0.67007864
00:00:18.544000,HELLOOOO,hell\1\1,2,-0.87025815,-0.5411029
00:00:18.568000,12 MINUTES 12 MINUTES,12 minutes,5,0.34896123,-0.10474185
00:00:18.576000,YOOOOOO,y\1\1,0,-0.9623362,-0.23067601
00:00:18.600000,HES LIVEEEE,hes liv\1\1,8,-0.065561324,1.2060364
00:00:18.641000,OMG,omg,7,-0.9166415,0.37547088
00:00:18.667000,WOOOO,w\1\1,0,-0.9365789,-0.4140073
00:00:18.684000,sierraprogamer subscribed with Prime.,subscribed prime .,5,1.448878,-1.551945
00:00:18.698000,OH MYOGODJHWOIJOEI,oh,1,-0.9519308,0.8404653
00:00:18.705000,LETS GOOOO,lets g\1\1,6,-0.18677782,0.6456002
00:00:18.727000,FEAR,fear,9,-0.6866903,0.06008636
00:00:18.829000,LETS GOOOOO,lets g\1\1,6,-0.18677782,0.6456002
00:00:19.164000,HIIIIIIIIIII,h\1\1,7,-0.8622927,-0.21957262
00:00:19.199000,omgomgomgomg,omgomgomgomg,7,-0.8830478,-0.6042179
00:00:19.199000,uyooooo,uy\1\1,7,-0.8887399,-0.62740564
00:00:19.202000,ahhhhhhh,a\1\1,7,-0.91697055,-0.030375443
00:00:19.225000,AHHHHHHHHH,a\1\1,7,-0.91697055,-0.030375443
00:00:19.230000,BYE OFFLINE,bye offline,4,-0.09450312,0.12888707
00:00:19.237000,ratgoku subscribed at Tier 1. They've subscribed for 4 months!,subscribed tier 1 . they've 4 months !,5,2.0122237,-0.47874114
00:00:19.239000,LETS GOOOOOOOOO,lets g\1\1,6,-0.18677782,0.6456002
00:00:19.870000,gracee_png subscribed with Prime.,subscribed prime .,5,1.448878,-1.551945
00:00:21.475000,GG_Fynny subscribed with Prime.,subscribed prime .,5,1.448878,-1.551945
00:00:21.484000,BYE OFFLINE,bye offline,4,-0.09450312,0.12888707
00:00:21.490000,AHHHHHHHHH,a\1\1,7,-0.91697055,-0.030375443
00:00:21.513000,When is quack live,quack live,6,-0.03661214,-0.18400036
00:00:21.513000,BRUH,bruh,9,-0.9577597,0.6911828
00:00:21.521000,12 min cmonnn,12 min cmo\1\1,6,0.43004668,-0.15146303
00:00:21.524000,LETS GOO,lets goo,6,-0.21143882,0.80053073
00:00:21.539000,YOOOO,y\1\1,0,-0.9623362,-0.23067601
00:00:21.548000,HIYAA,hiyaa,2,-0.8904617,-0.72736436
00:00:21.553000,AAAAAAAAAAAAA,\1\1,3,-0.882009,-0.91625375
00:00:21.556000,YOOOOOOOOOOOO,y\1\1,0,-0.9623362,-0.23067601
00:00:21.556000,LETS GOOOOOOOO,lets g\1\1,6,-0.18677782,0.6456002
00:00:21.599000,AHHH,a\1\1,7,-0.91697055,-0.030375443
00:00:21.606000,HI CHAAAAAAAAAAT,hi ch\1\1t,4,-0.34844,0.06686981
00:00:21.687000,HOLY CRAP LETS GOOOOOOOOOO,holy crap lets g\1\1,6,0.2747226,1.1245749
00:00:22.170000,AAAAAHHH,\1\1\1\1,7,-0.94424987,-0.25640064
00:00:22.173000,AAAAAAAAAAA,\1\1,3,-0.882009,-0.91625375
00:00:22.185000,YESSSSS,ye\1\1,0,-0.9391511,0.01566428
00:00:22.201000,ELEVEN MINUTES,minutes,9,-0.53783053,-0.37166485
00:00:22.211000,WOOOOOO,w\1\1,0,-0.9365789,-0.4140073
00:00:22.213000,HOLD HANDS,hold hands,4,-0.05762244,1.2617679
00:00:22.222000,hiiii,h\1\1,7,-0.8622927,-0.21957262
00:00:22.236000,AAAAH,\1\1h,7,-0.9732209,-0.0797129
00:00:22.240000,BIG QQQQQQQQQQ,big \1\1,6,-0.048357233,0.4843133
00:00:22.298000,ornateChaos subscribed with Prime.,subscribed prime .,5,1.448878,-1.551945
00:00:22.637000,nejirewife subscribed with Prime. They've subscribed for 6 months! LETS GOOO,subscribed prime . they've 6 months ! lets g\1\1,5,2.1015768,-0.046280004
00:00:22.673000,"beccaboxell subscribed at Tier 1. They've subscribed for 5 months, currently on a 4 month streak!","subscribed tier 1 . they've 5 months , currently 4 month streak !",5,2.376458,0.471834
00:00:22.849000,snail_socks subscribed with Prime.,subscribed prime .,5,1.448878,-1.551945
00:00:24.449000,bruuuuuh,br\1\1h,0,-0.9794941,-0.3697605
00:00:24.474000,AHHHHHHHHHHHHHHHHHHHH,a\1\1,7,-0.91697055,-0.030375443
00:00:24.506000,POG,pog,9,-0.8925203,-0.1677016
00:00:24.512000,AHHHHHHH,a\1\1,7,-0.91697055,-0.030375443
00:00:24.512000,BRUH ADS,bruh ads,4,-0.08094975,0.6169075
00:00:24.533000,LETS GOOOOOO,lets g\1\1,6,-0.18677782,0.6456002
00:00:24.539000,HOLD HANDS CHAT,hold hands chat,4,0.39503813,1.1030654
00:00:24.548000,LEST GOOOOOOOOOOOOOOOOOOO,lest g\1\1,6,-0.57763684,0.20173506
00:00:24.553000,NOT THIS MUSIC AGAIN,music,9,-1.0153494,0.9067008
00:00:24.562000,LETS GOOOOOOOO,lets g\1\1,6,-0.18677782,0.6456002
00:00:24.568000,WOOOO,w\1\1,0,-0.9365789,-0.4140073
00:00:24.576000,WOOO,w\1\1,0,-0.9365789,-0.4140073
00:00:24.580000,CHAT HOLD HANDS,chat hold hands,4,0.39503813,1.1030654
00:00:24.748000,coleslawishaw subscribed at Tier 1.,subscribed tier 1 .,5,1.5720496,-1.5476413
00:00:25.184000,HIII I HAVE TWITCH PRIME WHATS UPPPP,h\1\1 twitch prime whats u\1\1,4,0.8681513,0.60663843
00:00:25.184000,LETS GOOO,lets g\1\1,6,-0.18677782,0.6456002
00:00:25.221000,AYOOOOOOOOOO,ay\1\1,0,-1.0150018,-0.2838772
00:00:25.225000,WERE HEREEEE,her\1\1,0,-0.88358873,-0.22334838
00:00:26.236000,ken0mi subscribed at Tier 1. They've subscribed for 4 months!,subscribed tier 1 . they've 4 months !,5,2.0122237,-0.47874114
00:00:26.861000,livley subscribed with Prime.,subscribed prime .,5,1.448878,-1.551945
00:00:26.995000,"bella7510 subscribed at Tier 1. They've subscribed for 2 months, currently on a 1 month streak!","subscribed tier 1 . they've 2 months , currently month streak !",5,2.3554122,0.48036492
00:00:27.518000,AYYYYY,a\1\1,7,-0.91697055,-0.030375443
00:00:27.532000,AAAAA,\1\1,3,-0.882009,-0.91625375
00:00:27.542000,EYYYOOOOOOOOO,e\1\1\1\1,0,-0.92019576,-0.5960324
00:00:27.545000,YAY,yay,0,-0.81696844,-0.0033402974
00:00:27.547000,ahhhh,a\1\1,7,-0.91697055,-0.030375443
00:00:27.561000,AHHHHHHHHHHHH WE'RE LIVE AHHHH,a\1\1 we're live,8,0.58198285,0.89965075
00:00:27.562000,BIG QQQ,big \1\1,6,-0.048357233,0.4843133
00:00:27.568000,YEAHHHHHHHH,yea\1\1,0,-0.9357571,-0.0660957
00:00:27.579000,SOON,soon,9,-0.7680047,0.6576467
00:00:27.620000,WOOOOOOO,w\1\1,0,-0.9365789,-0.4140073
00:00:27.727000,CHAT HOLD MY HANDS,chat hold hands,4,0.39503813,1.1030654
00:00:28.202000,OMG,omg,7,-0.9166415,0.37547088
00:00:28.205000,AY,ay,0,-0.8904758,-0.4163768
00:00:28.230000,Hi big q,hi big q,6,0.5401436,0.4979755
00:00:28.236000,OMG,omg,7,-0.9166415,0.37547088
00:00:29.664000,Belanryn subscribed with Prime.,subscribed prime .,5,1.448878,-1.551945
00:00:29.811000,Datkatt subscribed with Prime.,subscribed prime .,5,1.448878,-1.551945
00:00:30.535000,ADS PLEASE,ads,9,-0.5682591,-0.4997681
00:00:30.548000,Hiii,h\1\1,7,-0.8622927,-0.21957262
00:00:30.548000,HI EVERYONE,hi,2,-0.75796497,0.003295664
00:00:30.556000,GOOD SONG THOUGH,good song,4,0.35840777,2.0514095
00:00:30.570000,OMGG,omgg,7,-0.95947033,-0.31724897
00:00:30.583000,YESSSS,ye\1\1,0,-0.9391511,0.01566428
00:00:30.594000,LETS GOOOOOOOOOOOOO,lets g\1\1,6,-0.18677782,0.6456002
00:00:30.596000,YESSSSS,ye\1\1,0,-0.9391511,0.01566428
00:00:30.605000,UH OH,uh oh,1,-0.52220386,0.8511453
00:00:30.617000,HOLD HANDS CHAT,hold hands chat,4,0.39503813,1.1030654
00:00:30.618000,OH GOD,oh god,1,-0.27162558,0.8204461
00:00:30.658000,BYE GUYSSS,bye guy\1\1,4,-0.45192322,0.05735659
00:00:30.716000,ahhhhh,a\1\1,7,-0.91697055,-0.030375443
00:00:30.838000,"angstinspace subscribed at Tier 1. They've subscribed for 3 months, currently on a 3 month streak!","subscribed tier 1 . they've 3 months , currently month streak !",5,2.3558655,0.47245654
00:00:31.222000,HEY,hey,2,-0.805585,0.30605572
00:00:31.464000,"gomi_chu subscribed at Tier 1. They've subscribed for 5 months, currently on a 5 month streak! monkaS","subscribed tier 1 . they've 5 months , currently month streak ! monkaS",5,2.37788,0.491688
00:00:31.477000,abbiemorawski subscribed at Tier 1. They've subscribed for 4 months! OH GOD,subscribed tier 1 . they've 4 months ! oh god,5,2.060366,-0.18228152
00:00:31.593000,BYE OFFLINE CHAT quackyQac BYE OFFLINE CHAT quackyQac BYE OFFLINE CHAT quackyQac BYE OFFLINE CHAT quackyQac BYE OFFLINE CHAT quackyQac BYE OFFLINE CHAT quackyQac BYE OFFLINE CHAT quackyQac BYE OFFLINE CHAT quackyQac BYE OFFLINE CHAT quackyQac BYE OFFLINE CHAT quackyQac,bye offline chat,4,0.2962414,0.119527094
00:00:32.375000,werewolfb0yfriend extended their Tier 1 subscription through May!,extended tier 1 subscription !,5,1.2256814,-0.23685613
00:00:32.386000,midapp64 subscribed with Prime.,subscribed prime .,5,1.448878,-1.551945
00:00:32.451000,ho1yghosted subscribed at Tier 1.,subscribed tier 1 .,5,1.5720496,-1.5476413
00:00:33.073000,"babeyop subscribed at Tier 1. They've subscribed for 4 months, currently on a 4 month streak! LETS GOOOOO","subscribed tier 1 . they've 4 months , currently month streak ! lets g\1\1",5,2.3675334,0.63619
00:00:33.097000,"vanessasomething subscribed at Tier 1. They've subscribed for 4 months, currently on a 4 month streak! LETS GOOOO 4 MONTHS","subscribed tier 1 . they've 4 months , currently month streak ! lets g\1\1",5,2.3675334,0.63619
00:00:33.506000,WERE LIVE,live,2,-0.6035101,-0.6769438
00:00:33.570000,MUSIC NAME????,music ?,6,-0.1942662,0.93046373
00:00:33.573000,YOOOOOOOOOO,y\1\1,0,-0.9623362,-0.23067601
00:00:33.587000,LETS GO,lets,0,-0.8946313,0.65293664
00:00:33.588000,LETS GO,lets,0,-0.8946313,0.65293664
00:00:33.598000,ayup,ayup,2,-0.90488,-0.6020992
00:00:33.603000,HES LIVE,hes live,8,0.28883427,1.0569851
00:00:33.625000,AHHHHH,a\1\1,7,-0.91697055,-0.030375443
00:00:33.648000,POG,pog,9,-0.8925203,-0.1677016
00:00:33.667000,"hewwooobama subscribed at Tier 1. They've subscribed for 4 months, currently on a 2 month streak! Ayyy","subscribed tier 1 . they've 4 months , currently 2 month streak ! a\1\1",5,2.3560896,0.5154975
00:00:33.673000,LESSSSSSSSA GOOOOO,le\1\1a g\1\1,6,-0.5690554,-0.20385374
00:00:33.688000,eimear621 subscribed at Tier 1.,subscribed tier 1 .,5,1.5720496,-1.5476413
00:00:34.188000,"alyssa_huffey subscribed with Prime. They've subscribed for 3 months, currently on a 2 month streak! LETS GOO","subscribed prime . they've 3 months , currently 2 month streak ! lets goo",5,2.420969,0.63491774
00:00:34.195000,cakelovesyou subscribed at Tier 1.,subscribed tier 1 .,5,1.5720496,-1.5476413
00:00:34.506000,biikachu subscribed at Tier 1.,subscribed tier 1 .,5,1.5720496,-1.5476413
00:00:34.985000,squirrrelpudding subscribed at Tier 1.,subscribed tier 1 .,5,1.5720496,-1.5476413
00:00:35.060000,thirstywii subscribed at Tier 1. They've subscribed for 5 months! WOOO 5 MONTHS,subscribed tier 1 . they've 5 months ! w\1\1,5,2.0673232,-0.46533927
00:00:35.100000,meriitee subscribed with Prime.,subscribed prime .,5,1.448878,-1.551945
00:00:36.414000,GATOMcGHOST subscribed with Prime.,subscribed prime .,5,1.448878,-1.551945
00:00:36.426000,seasicksoul subscribed with Prime.,subscribed prime .,5,1.448878,-1.551945
00:00:36.482000,HI,hi,2,-0.75796497,0.003295664
00:00:36.488000,11 minutes Sadge,11 minutes sadge,5,0.5044157,-0.040104546
00:00:36.584000,OH ITS HAPPENING CHAT,oh happening chat,4,0.3191381,0.87646806
00:00:36.591000,HI QUACKITY,hi quackity,4,-0.3231879,0.076746635
00:00:36.609000,I'M SO HYPED,i'm hyped,8,0.53050315,2.2488403
00:00:36.612000,WELP,welp,1,-0.9203342,0.40447858
00:00:36.624000,HIIIIIIIII,h\1\1,7,-0.8622927,-0.21957262
00:00:36.640000,OH MY GYOPD,oh,1,-0.9519308,0.8404653
00:00:36.682000,LETS GOO,lets goo,6,-0.21143882,0.80053073
00:00:36.752000,HEY CHAT,hey chat,4,-0.06910756,0.3779547
00:00:36.786000,BYEEE,by\1\1,2,-0.8528867,-0.2768082
00:00:37.061000,"savannah1205 subscribed at Tier 1. They've subscribed for 6 months, currently on a 6 month streak! 6 months lets go","subscribed tier 1 . they've 6 months , currently month streak ! lets",5,2.3672724,0.6264105
00:00:37.619000,BluWho_Games subscribed at Tier 1.,subscribed tier 1 .,5,1.5720496,-1.5476413
00:00:38.081000,"isthisnina subscribed at Tier 1. They've subscribed for 4 months, currently on a 4 month streak!","subscribed tier 1 . they've 4 months , currently month streak !",5,2.3326988,0.47423005
00:00:38.234000,rilakkumin gifted a Tier 1 sub to ktmarie! This is their first Gift Sub in the channel!,gifted tier 1 sub ! gift channel,5,1.535988,-0.32894835
00:00:38.825000,diversive_ subscribed with Prime. They've subscribed for 2 months!,_ subscribed prime . they've 2 months !,5,2.0696683,-0.37938035
00:00:39.128000,bleep_bloop125 subscribed with Prime.,subscribed prime .,5,1.448878,-1.551945
